gene_name	log2FoldChange_ITLvsC_siS	padjvalue_ITLvsC_siS	log2FoldChange_ITLvsC_siC	padjvalue_ITLvsC_siC	log2FoldChange_siS.vs.siC_ITL	pvalue_siS.vs.siC_ITL	log2FoldChange_siS.vs.siC_untr	pvalue_siS.vs.siC_untr	up_active_enhancers	down_active_enhancers	up_active_promoters	down_active_promoters	up_enhancers	down_enhancers	up_promoters	down_promoters	active_prom	active_enh
ATPAF1	-0.550609781981835	0.0336436143082316	-0.703612980916349	0.00658811125548198	0.126923274181543	0.572891536940754	-0.0306740319824755	0.83764658845939	No	No	No	No	No	No	No	No	NA	NA
ATPAF2	-0.488039564652737	0.0167975550554137	-0.370060349589736	0.097687278050252	-0.0475778405645535	0.745959725319447	0.0652294713459917	0.557848788175361	No	No	No	No	No	No	No	No	Yes	NA
ATPSCKMT	-0.890779280238869	0.0289995704104725	-0.78846933788524	0.0473784233644841	-0.198225317727821	0.601309641062535	-0.107371293764412	0.632741196156391	No	No	No	No	No	No	No	No	NA	NA
ATR	0.251600951985869	0.384652041253402	0.314479039511035	0.277022515447536	-0.143960519829556	0.420166209815999	-0.0870452669519957	0.579195736562931	No	No	No	No	No	No	No	No	Yes	NA
ATRAID	-0.207188842504108	0.295966689262254	-0.484525929441918	0.0259738598939122	0.230458641933943	0.0419318583576246	-0.0510673589150515	0.553787265460155	No	No	No	No	No	No	No	No	Yes	NA
ATRIP	-0.2357002663206	0.473343146420651	0.334901544206117	0.261291845874945	-0.343033510653674	0.122485887911242	0.221664976239349	0.205422607917762	No	No	No	No	No	No	No	No	Yes	NA
ATRN	-0.808664559331066	0.000862485762428192	-0.869667072106757	2.08375660851032e-05	0.0116495828611448	0.938134115725797	-0.0549911509099247	0.561774470404217	No	No	No	No	No	No	No	No	Yes	NA
ATRX	0.1525032	0.491841	0.35252009585058	0.0792777609816693	-0.0327088659492074	0.778455261172224	0.159990005021067	0.116368766365385	No	No	No	No	No	No	No	No	Yes	NA
ATXN1	0.2272228	0.3082572	0.116912087252318	0.627479793729836	-0.0852324556632254	0.400631055594744	-0.20241865149696	0.0146893681647856	No	No	No	No	No	No	No	No	Yes	Yes
ATXN10	-0.122242347334073	0.593635587325198	-0.356072862215598	0.128430772017939	0.141176441065111	0.294633970224222	-0.0964437721773143	0.398589043009159	No	No	No	No	No	No	No	No	Yes	NA
ATXN1L	-0.260484202482137	0.242010031167101	-0.12504139343529	0.638089460573245	-0.087731889767371	0.492811647906302	0.0393221821834978	0.692851832080886	No	No	No	No	No	No	No	No	Yes	Yes
ATXN2	-0.224144356127017	0.360083407971056	0.0720217810630581	0.797076385193983	-0.222159394527936	0.173237107540453	0.0691966285070856	0.577569747671575	No	No	No	Yes	No	No	No	Yes	Yes	NA
ATXN2L	0.165263696787593	0.379925475064126	0.364349656216078	0.115467144529427	-0.0853788500582045	0.269947277017111	0.10708481465445	0.208915543085767	No	No	No	Yes	No	No	No	Yes	Yes	NA
ATXN3	0.174172121155046	0.557018287741495	0.0907264198418901	0.795772188326759	0.0824530667975205	0.659986928359533	-0.0111848249482258	0.942368907969283	Yes	No	No	No	Yes	No	No	No	Yes	Yes
ATXN7	0.671448525844736	0.00471673573748922	0.720277728806923	0.00430816667412392	-0.150167801215655	0.299922348030675	-0.110830241645945	0.425994428326568	No	No	No	No	No	No	No	No	Yes	NA
ATXN7L1	1.079836	9.799889e-07	1.22451595275991	5.42982570985113e-07	-0.0576966482837825	0.727894405858445	0.0769632317885841	0.659406031221122	No	No	No	No	No	No	No	No	Yes	Yes
ATXN7L2	0.0918925517617002	0.770481054356498	0.261853281439587	0.379225924105547	-0.192868879556445	0.289321310981932	-0.0225580287707479	0.877971322971535	No	No	No	No	No	No	No	No	Yes	NA
ATXN7L3	-0.0536053592197778	0.820623536392606	-0.0772671966584925	0.764819943603251	0.0375740731120847	0.690558136898893	0.00845226965537816	0.90927848580349	No	No	No	No	No	No	No	No	Yes	NA
ATXN7L3B	-0.174808044928082	0.438908753924683	-0.161262356696668	0.487641090445705	0.0218737465224896	0.867673572007437	0.0310865359226415	0.767193717314046	No	No	No	No	No	No	No	No	Yes	NA
AUH	-0.1280969	0.803102	-0.798629642055805	0.0707212475003972	0.496858767988322	0.203905250296229	-0.180384843139668	0.487125351280276	No	No	No	No	No	No	No	No	NA	NA
AUP1	-0.0878126409490149	0.679150421053776	-0.0242285760349742	0.924171221076804	-0.0389234866079473	0.621466696050516	0.0193931467630616	0.774291142784399	No	No	No	No	No	No	No	No	Yes	NA
AURKA	0.0300668952936894	0.960172265419242	-0.506178556743752	0.264811301555498	0.316198929985268	0.391891501143047	-0.228016539439477	0.400812516340501	No	No	No	No	No	No	No	No	Yes	NA
AURKAIP1	0.0431233429658667	0.870932554074352	0.032045508561277	0.916602791584213	0.00188083903599833	0.982920552380281	-0.0150284260414006	0.846286995062919	No	No	No	No	No	No	No	No	Yes	Yes
AURKC	0.761684694599107	0.383352846341579	0.487142019352125	0.574262370180276	0.309884678641344	0.617696649019031	0.0297955357628	0.958869801314364	No	No	No	No	No	No	No	No	NA	NA
AUTS2	1.950698	0.0990223	1.25491803033079	0.130529829208824	-0.615269700531463	0.364589595654251	-1.30705625018028	0.148709539717643	No	No	No	No	No	No	No	No	Yes	NA
AVEN	0.23099401943113	0.533855416852052	-0.407018370785394	0.257839976814741	0.234504635552474	0.380254573630256	-0.416987318882487	0.042292417381574	No	No	No	No	No	No	No	No	Yes	NA
AVIL	0.496564702585399	0.236520217743518	0.59635360532965	0.124933512461066	-0.135753639838606	0.660698121910483	-0.0375603002294325	0.898862691888686	No	No	No	No	No	No	No	No	NA	NA
AVL9	0.2294256	0.3006803	0.0522642621371079	0.841626250290044	0.136160713497856	0.265146250697162	-0.045869529284163	0.649437349906598	No	No	No	No	No	No	No	No	Yes	NA
AVPI1	-1.62268476204181	3.97937865659672e-12	-1.62070683748123	5.73125128810223e-14	0.000901158828718807	0.996797059143621	-0.00698612984897547	0.948432590911507	No	No	No	No	No	No	No	No	Yes	NA
AXIN1	-0.143785547741217	0.496386558432269	-0.1922563747603	0.433175813925543	0.00506224946579396	0.964507157166827	-0.0485788882595714	0.534073714008248	No	No	No	Yes	No	No	No	Yes	Yes	Yes
AXL	2.8170109415328	2.49832300311124e-10	3.20537285043385	1.34497018109781e-16	0.0780185829228084	0.699855781005454	0.527192468189368	0.193391696151885	No	No	No	No	No	No	No	No	Yes	Yes
AZI2	1.16949878116866	2.87941068850886e-11	1.08496268366298	2.77395055640901e-09	0.0744905168765816	0.50322395893726	-0.0153030904411511	0.894074750069036	No	No	No	No	No	No	No	No	Yes	NA
AZIN1	1.690425	2.758306e-28	1.6346563951119	1.69843223078629e-21	0.0219632116272532	0.787273998527909	-0.040825859665254	0.626401711012725	No	No	No	No	No	No	No	No	Yes	Yes
AZU1	-3.21931635902518	1.33658671852511e-06	-2.18723640753369	0.000172297703421167	-0.905346656369488	0.234049363701243	0.1275661451923	0.588588160746731	No	No	No	No	No	No	No	No	Yes	Yes
B2M	1.42043822478845	1.31709166339948e-13	1.29519403419879	3.00288142994948e-09	0.148941045809472	0.0338547587286167	0.0190413673967645	0.802010303022502	Yes	No	No	No	Yes	No	No	No	Yes	Yes
B3GALNT2	-0.99117282344516	0.0131155154665018	-0.72359763300444	0.114156214984925	-0.140744874984388	0.728707619166278	0.0931143358488295	0.688018759604649	No	No	No	No	No	No	No	No	Yes	NA
B3GALT4	0.1968673	0.4931434	0.199116883129179	0.470947773638219	-0.0788311075834348	0.528816908617085	-0.0843913059691211	0.42201028625256	No	No	No	No	Yes	No	No	No	Yes	Yes
B3GALT6	-0.270864141522886	0.125291212083536	-0.338260437617888	0.0794841370026924	0.0675657426292467	0.520237767899247	-0.00659900658702396	0.930731751388327	No	No	No	No	No	No	No	No	Yes	NA
B3GAT3	-0.370868518486405	0.0983785679658976	-0.382906286215949	0.0994323231349253	0.0601395218023585	0.56348584292585	0.0424253267498834	0.571526362524317	No	No	No	No	No	No	No	No	Yes	NA
B3GLCT	-0.322555332628844	0.447250262574945	-0.718196728086314	0.0758579476359744	0.421372552628794	0.243945234319468	0.0287095147670113	0.90736866675899	No	No	No	No	No	No	No	No	NA	NA
B3GNT2	-0.0802023548335245	0.811972696008732	-0.0547700608133369	0.868330003664375	0.0880196572083777	0.641501380920408	0.11198388654408	0.467939102703477	No	No	No	No	No	No	No	No	Yes	Yes
B3GNT3	0.463626531015696	0.717832591327364	-0.686885239323219	0.662807719851578	1.12866884867803	0.281385124919989	-0.0898768104402907	0.903445073059121	No	No	No	No	No	No	No	No	NA	NA
B3GNT5	-1.35905431073637	7.22655869901809e-07	-1.57899798548229	4.46190207579091e-13	-0.095490007581589	0.672156318093276	-0.329795928119739	0.00345202245839694	Yes	No	No	No	Yes	No	No	No	Yes	Yes
B3GNT7	-3.53186310914517	7.28764660213568e-05	-2.46760795494003	0.00113587730527762	-0.697489707198621	0.435304210824269	0.42926879855927	0.084795062385848	No	No	No	Yes	No	No	No	Yes	Yes	Yes
B3GNT8	-1.61814675441192	1.05727493102578e-13	-1.5328252044365	1.94508790918293e-13	-0.024955751560417	0.902632945766269	0.0515787168960259	0.626519207358442	No	No	No	No	No	No	No	No	Yes	NA
B3GNT9	0.809385879191964	0.132292384732057	0.37852637217123	0.599831369801392	0.534947476296558	0.260397278682543	0.105837377917547	0.806523308350427	No	No	No	No	No	No	No	No	NA	NA
B3GNTL1	-1.47316037372616	9.07740370280277e-06	-1.32056981917675	1.38156835236405e-05	0.184700015902893	0.560573216466146	0.33340295325139	0.0399200435806033	No	No	No	No	No	No	No	No	Yes	Yes
B4GALT1	2.030067	2.09669e-36	2.0461997051719	1.97591218871779e-31	0.0135146521479261	0.855696940038399	0.0241443089262796	0.754663349830065	No	No	No	No	No	No	No	No	Yes	Yes
B4GALT2	-1.66970785680392	0.00041634556058572	-1.76375729748467	1.7134134022074e-05	0.029731175310345	0.954491885178934	-0.0692046844548717	0.762914751075046	No	No	No	No	No	No	No	No	Yes	NA
B4GALT3	-0.179038278769977	0.435075613203565	-0.239652135686462	0.311702290391057	-0.0109555128785307	0.935504583784344	-0.0753788961807151	0.466115262122992	No	No	No	No	No	No	No	No	Yes	NA
B4GALT4	0.14145452663372	0.686491372047436	0.347267423566958	0.278900535566851	-0.0756165638139395	0.729795152906545	0.126444907908988	0.49592524996803	No	No	No	No	No	No	No	No	Yes	NA
B4GALT5	2.61085717106476	2.60978037478229e-38	2.55157941798389	5.17251656299401e-34	0.00974843981967644	0.898833329267381	-0.0574602593739184	0.528731367054069	Yes	No	No	No	Yes	No	No	No	Yes	Yes
B4GALT7	-0.4516476	0.01897914	-0.38827802595758	0.0476269470654025	-0.0320518220334461	0.803896110425266	0.0275014065281682	0.76313285055177	No	No	No	Yes	No	No	No	Yes	Yes	NA
B4GAT1	-0.92663341470166	0.0345735608664328	-0.723619776559677	0.165877593127482	0.344556161118675	0.466391863607061	0.539831897382198	0.0529464579505819	No	No	No	No	No	No	No	No	NA	NA
B9D2	0.226088479627869	0.391511187488025	0.243437084766468	0.424831415039019	0.0429544791996371	0.812387595544439	0.0581166853033145	0.691167539156814	No	Yes	No	No	No	Yes	No	No	Yes	Yes
BAALC	2.565451	7.97711e-24	2.91293637689355	6.3632488375729e-61	-0.313607840552312	0.00760978053332425	0.0186390901243165	0.901425900869126	No	No	No	No	No	No	No	No	Yes	Yes
BABAM1	0.0734977378809364	0.767392318079657	0.047110777335793	0.853224590557907	0.0610439011449373	0.608182400343915	0.0299398412457565	0.750813562020416	No	No	No	No	No	No	No	No	Yes	NA
BABAM2	0.655496009309834	0.00306629203531498	0.614259785965253	0.00874558432157801	0.0505672904426382	0.686766366435277	0.00737911857952995	0.949367899865612	No	No	No	No	No	No	No	No	NA	NA
BACE1	-0.386405179820952	0.449127493135089	-0.163425944453988	0.747428206772004	-0.112389674115613	0.770346951972857	0.0951239457600578	0.733749611467282	No	No	No	No	No	No	No	No	Yes	NA
BACH1	1.24741371788214	4.55420940837436e-10	1.10173089142722	1.56462217589582e-06	0.0111994624750747	0.904832982805503	-0.144870366769549	0.151617521733894	No	No	No	No	No	No	No	No	Yes	Yes
BAD	-0.196824628050102	0.426095975326988	-0.310136706447959	0.239944762213028	0.0863649146281509	0.528669964953384	-0.0331837202172326	0.76569788624826	No	No	No	Yes	No	No	No	Yes	Yes	Yes
BAG1	0.7474158	8.870934e-06	0.701908029006069	0.000195147316191268	0.0943116579607001	0.311252715793495	0.0440134933786035	0.605503526711501	No	No	No	No	No	No	No	No	Yes	NA
BAG2	-0.5848307	0.5854556	-0.104460754969739	0.935384267926764	0.150402357272824	0.867437052089159	0.59036927117763	0.339951215773653	No	No	No	No	No	No	No	No	Yes	NA
BAG3	0.471220873892328	0.0386151729274962	0.18468878735072	0.465548714595908	0.116892078313085	0.454705060033452	-0.176354290445681	0.177948361302798	No	No	No	No	No	No	No	No	Yes	Yes
BAG4	-0.8991945	0.005918631	-1.03793875566732	0.000688635598885797	0.155021051587774	0.580371626998747	0.0113191823234839	0.943870380793018	No	No	No	No	No	No	No	No	Yes	Yes
BAG5	-0.566744140547825	0.00801647568705621	-0.887731593364959	5.7369181962278e-05	0.268363771352119	0.143311672977892	-0.0560382309029186	0.632265812705004	No	No	No	No	No	No	No	No	Yes	Yes
BAG6	0.4436616	0.003039595	0.488164496969122	0.00995205100763778	-0.0750363443240639	0.345750909847277	-0.0366150752709398	0.584476723858818	No	No	No	No	No	No	No	No	Yes	NA
BAHD1	0.041847396107813	0.87329984969056	-0.0198875286312606	0.942275567661567	0.0484198972403006	0.665785543906077	-0.0186699466281246	0.833149690100326	No	No	No	No	No	No	No	No	Yes	Yes
BAIAP2	-1.28419468510658	2.35097579657484e-09	-1.19023951834574	1.16921919848936e-08	-0.0843317307361041	0.633509653536513	-0.00479851884576993	0.962375666534927	No	No	No	Yes	No	No	No	Yes	Yes	Yes
BAIAP2-DT	-2.25506972829494	4.47705634355012e-25	-2.31116394627569	2.28597764504267e-18	0.203747103795944	0.475766349255436	0.13851317612465	0.188494880173864	No	No	No	No	No	No	No	No	NA	NA
BAIAP3	1.22286860793424	0.0975404343019648	1.60017219737759	0.00938571880759389	-0.554255130625284	0.208034187782424	-0.155560811074501	0.775576569035291	No	No	No	No	No	No	No	Yes	NA	NA
BAK1	-0.3670346	0.08909097	-0.580940944686474	0.0100864447500012	0.288436851432701	0.0782023862901825	0.0677425861314999	0.552304926863194	No	No	No	No	No	No	No	No	Yes	NA
BAMBI	4.24757595975357	2.5993285925414e-16	4.2327472916467	1.53539050811146e-14	0.281332280205257	0.298723696764722	0.307436018897513	0.724179894014872	No	No	No	No	No	No	No	No	NA	NA
BANF1	-0.457884471823597	0.00802857790472188	-0.577274949311884	0.00169581317003334	0.123442115950345	0.233455259169317	-0.00146059681489338	0.985114997432578	No	No	No	No	No	No	No	No	Yes	Yes
BANP	1.14896782600366	4.21163641850136e-11	1.27629869921843	1.36693926573053e-11	-0.133784253351736	0.184369731562985	-0.0105903017879038	0.918005777244826	Yes	No	No	No	Yes	No	No	No	Yes	Yes
BAP1	0.141329782794763	0.513085893562747	0.140810709377841	0.498353182228676	-0.0253449150891989	0.774926654089337	-0.0311709541175068	0.691677633276732	No	No	No	No	No	No	No	No	Yes	NA
BARD1	0.526916566648482	0.335719229026923	0.728484137559248	0.127085022507603	0.0189309131586285	0.957168658655063	0.235633910721358	0.497609150432501	No	No	No	No	No	No	No	No	Yes	NA
BASP1	1.74114476378767	4.66935047880141e-13	1.78601331468433	3.10525157634826e-16	0.0157433124861041	0.822927980335399	0.0551976791102033	0.492104187935248	Yes	No	No	No	Yes	No	No	No	NA	Yes
BATF	-1.7185352085301	2.41590402679912e-07	-1.52373097829177	4.81860306117649e-06	0.0276304298569077	0.894786114109476	0.221707939678223	0.042574223148317	No	No	No	No	No	No	No	No	Yes	Yes
BATF2	2.76620617756971	0.000201964400604961	3.24239377567023	9.69055263160666e-06	0.00415209713468405	0.969220286603756	0.471198450947667	0.0129096594503394	No	No	No	No	No	No	No	No	Yes	Yes
BATF3	1.32470319722209	0.0268914472221226	1.4816721241562	0.00180358191921962	0.00110897389990602	0.99764796905644	0.138167967788744	0.75856031724806	Yes	No	No	No	Yes	No	No	No	Yes	Yes
BAX	-0.113124291258763	0.559580937313745	-0.150330054467169	0.462925931332095	0.0466864382869517	0.560288943004869	0.00346185291980107	0.95893647893215	No	No	No	No	No	No	No	No	Yes	NA
BAZ1A	1.6479101959529	1.74407875757009e-21	1.68179315190919	5.20083598991922e-25	0.00762993761172969	0.928903001858702	0.0358769544266851	0.661066586263752	No	No	No	No	No	No	No	No	Yes	Yes
BAZ1B	0.1866266	0.4079581	0.146350806452566	0.524641572135424	0.122451299203235	0.254479836151797	0.0772426714687156	0.394508589711563	No	No	No	No	No	No	No	No	Yes	NA
BAZ2A	0.548331527397666	0.0020359916193545	0.641027945973565	0.00107197272967084	-0.030111225968491	0.739688452791527	0.0559169114778767	0.504051135771291	No	No	No	No	No	No	No	No	Yes	NA
BAZ2B	0.597952532038415	0.00385129583855331	0.66132890943041	0.000982301991276284	0.0546306199162225	0.690907396459273	-0.269263835367332	0.638336458650756	No	No	No	No	No	No	No	No	Yes	NA
BAZ2B	0.597952532038415	0.00385129583855331	0.66132890943041	0.000982301991276284	0.0546306199162225	0.690907396459273	0.110297695506667	0.314717857249029	No	No	No	No	No	No	No	No	Yes	NA
BAZ2B	0.597952532038415	0.00385129583855331	-1.69187311611686	0.0917172721299067	0.0546306199162225	0.690907396459273	-0.269263835367332	0.638336458650756	No	No	No	No	No	No	No	No	Yes	NA
BAZ2B	0.597952532038415	0.00385129583855331	-1.69187311611686	0.0917172721299067	0.0546306199162225	0.690907396459273	0.110297695506667	0.314717857249029	No	No	No	No	No	No	No	No	Yes	NA
BAZ2B	-1.38277631150224	0.220546258026946	0.66132890943041	0.000982301991276284	0.0546306199162225	0.690907396459273	-0.269263835367332	0.638336458650756	No	No	No	No	No	No	No	No	Yes	NA
BAZ2B	-1.38277631150224	0.220546258026946	0.66132890943041	0.000982301991276284	0.0546306199162225	0.690907396459273	0.110297695506667	0.314717857249029	No	No	No	No	No	No	No	No	Yes	NA
BAZ2B	-1.38277631150224	0.220546258026946	-1.69187311611686	0.0917172721299067	0.0546306199162225	0.690907396459273	-0.269263835367332	0.638336458650756	No	No	No	No	No	No	No	No	Yes	NA
BAZ2B	-1.38277631150224	0.220546258026946	-1.69187311611686	0.0917172721299067	0.0546306199162225	0.690907396459273	0.110297695506667	0.314717857249029	No	No	No	No	No	No	No	No	Yes	NA
BBC3	1.3785872974378	2.65143807523876e-15	1.61697609588675	1.62453003457286e-11	-0.269262992363986	0.00831249111613469	-0.0325434311851732	0.730608030220343	No	No	No	No	No	No	No	No	Yes	Yes
BBIP1	1.00809674824066	0.000208374528368052	0.828141284357874	0.00343025271905128	-0.0790284710263689	0.705812610634864	-0.266104634418658	0.206706246267873	Yes	No	No	No	Yes	No	No	No	Yes	Yes
BBS10	-1.33512151046631	0.0425998376102627	-1.2407626404732	0.03160632169937	-0.430555565903139	0.530628050701313	-0.355422642513947	0.323750045085413	No	No	No	No	No	No	No	No	Yes	NA
BBS12	-1.24145502579449	0.157313168147614	-1.38250644199863	0.0971477411996065	-0.08118591623923	0.928006381556407	-0.264995189165415	0.557664093890319	No	No	No	No	No	No	No	No	Yes	NA
BBS2	0.305564843878552	0.207195098213963	0.244711721082349	0.419360953720124	0.128189354995489	0.46740062691923	0.0635942982340601	0.664396672868796	No	No	No	No	No	No	No	No	Yes	Yes
BBS4	0.260326434989321	0.353559015136669	0.347845243753344	0.206797697869522	-0.144153477355172	0.436013961526983	-0.064943410005827	0.69144205999613	No	No	No	No	No	No	No	No	Yes	NA
BBS5	-0.581818665094202	0.072744856273263	-0.615424775133895	0.0427424058468524	0.190201285590932	0.429141130267855	0.134694915660919	0.413713428021866	No	No	No	No	No	No	No	No	NA	NA
BBS7	0.544174768346223	0.186452193772094	0.0501786154716484	0.924603114974932	0.488303315902512	0.139885275122152	-0.00841033708157744	0.976410559567899	No	No	No	No	No	No	No	No	Yes	NA
BBS9	0.1583269	0.7311683	0.0685390428135427	0.897139736486328	0.10539645891492	0.745359914509967	0.0156971920581119	0.952375421207205	No	No	No	No	No	No	No	No	Yes	NA
BBX	0.686047735279485	0.00221976816575059	0.915812170118688	4.97666465063341e-05	0.0181326527870925	0.907292133779967	0.241638969114313	0.123450856309553	No	No	No	No	No	No	No	No	Yes	NA
BCAP29	0.1791095	0.5034176	0.124551560573674	0.680170763917098	0.0549070956545413	0.745236593264967	-0.00204651829777818	0.98870718892831	No	No	No	No	No	No	No	No	Yes	NA
BCAP31	-0.1872601	0.314753	-0.22205883209903	0.247731267161758	0.00587887270327056	0.946068441509492	-0.035195774508909	0.5887029006938	No	No	No	Yes	No	No	No	Yes	Yes	NA
BCAR1	-0.0763566915906782	0.936700017630054	-1.07132108320908	0.139414615653969	0.342422987143455	0.628800246036679	-0.668556996508935	0.150050433451176	No	No	No	No	No	No	No	No	NA	NA
BCAR3	-0.0756674958938794	0.919617023407881	0.342687518572742	0.57040746934808	-0.341595429655671	0.334495570467977	0.027865607964914	0.924900610650967	No	No	No	No	No	No	No	No	Yes	Yes
BCAS2	0.526740289169562	0.0305027233050922	0.525919509067961	0.0474621491364074	-0.00192877086206688	0.990556054125643	-0.00470878115265084	0.974408639962339	No	No	No	No	No	No	No	No	Yes	Yes
BCAS3	0.833614510012428	0.000749278248566709	0.864352086398459	0.000461530001374235	0.0377353247920014	0.829152765478207	0.0647131405168585	0.711816180443214	No	No	No	No	No	No	No	No	Yes	Yes
BCAT1	1.06277341727476	1.12285644154915e-09	0.96498619153739	7.70977158061883e-07	-0.00577926293172831	0.952094634943689	-0.115463431809233	0.226332517793611	Yes	No	No	No	Yes	No	No	No	Yes	Yes
BCAT2	-1.11841374962549	3.45565255671983e-08	-0.988358332337985	1.87718106810109e-06	-0.0468680161673289	0.794249347509699	0.075058158462961	0.475049011607122	No	No	No	No	No	No	No	No	NA	Yes
BCCIP	-0.216056712016059	0.3748913081026	-0.326399954101154	0.1732447327229	0.0333201597368147	0.827824619098374	-0.0847521196171706	0.437045854997948	No	No	No	No	No	No	No	No	Yes	NA
BCDIN3D	-1.01412615916272	0.0383479287934318	-1.26100290325153	0.00343344463224676	0.0199310403143759	0.96729218558227	-0.233936849213517	0.368756421535874	No	No	No	No	No	No	No	No	Yes	NA
BCKDHB	-0.5115408	0.4588128	-0.664382091404898	0.318288768736	-0.194978323091448	0.737323307705051	-0.360377783210206	0.344717062412415	No	No	No	No	No	No	No	No	NA	NA
BCKDK	-0.220380002299035	0.270722432114913	-0.1821614131111	0.453033299544729	-0.0482854363487812	0.596422429298507	-0.0153387118768499	0.83092589221312	No	No	No	No	No	No	No	No	Yes	NA
BCL10	0.930385569097251	1.57881773961193e-05	0.805088329991228	0.00057805084382574	0.0932034956362145	0.503862155030722	-0.0413847881889512	0.773358291834037	No	No	No	No	No	No	No	No	Yes	Yes
BCL11A	2.00288014466593	3.71685466254175e-10	2.09265000709491	9.01016964422069e-10	0.199926082521326	0.372837740385795	0.291325889687944	0.385568632418673	No	No	No	No	No	No	No	No	Yes	Yes
BCL2	-0.0225353441193292	0.965469164646673	-0.106851049730148	0.824768661449376	-0.0354226852375695	0.917976778064206	-0.129884753765847	0.621182676090134	Yes	No	No	No	Yes	No	No	No	Yes	Yes
BCL2A1	4.2424301782449	6.176624421287e-33	3.87340489189683	4.63510683512911e-41	0.18692747560285	0.0260705071792118	-0.193410480142083	0.109859610435617	Yes	No	No	No	Yes	No	No	No	Yes	Yes
BCL2L1	-0.0732553791924078	0.756065214702519	-0.171889637746881	0.455884918927054	0.047962114735457	0.662300999871091	-0.0560092668881397	0.50855674599409	Yes	No	No	No	Yes	No	No	No	Yes	Yes
BCL2L11	0.559298061322252	0.0371493235281902	0.428169973211461	0.104957170876325	0.0663444961287288	0.671161941706809	-0.0655834970152935	0.650988196597476	No	No	No	No	No	No	No	No	Yes	Yes
BCL2L12	-0.0499848312922984	0.868632434088196	-0.037018797258891	0.913893812127314	0.043905098764175	0.743413485392292	0.0546763291024654	0.601121487928884	No	No	No	No	No	No	No	No	Yes	Yes
BCL2L13	0.944310127395248	7.72011493451544e-08	0.698506042037103	0.000209384338315154	0.23371315565882	0.0343475478987911	-0.0173308375896129	0.877062049523932	Yes	No	No	No	Yes	No	No	No	Yes	Yes
BCL2L2	0.0225961122889172	0.940520593189654	-0.161429035944849	0.543492224573235	0.107834543901679	0.481843067230265	-0.0796602389855734	0.518478369809453	No	No	No	No	No	No	No	No	Yes	NA
BCL3	0.980344992048276	1.33329299089035e-06	0.981407335567964	5.95265401729008e-06	-0.0427750858882336	0.573903587231753	-0.046811547038361	0.529436853368056	No	No	No	Yes	No	No	No	Yes	Yes	Yes
BCL6	2.09275657481124	4.86206707417167e-30	2.10255730410433	4.34512721148405e-37	0.065179279136724	0.430626237338663	0.0679759300905162	0.448982344024355	No	No	No	No	No	No	No	No	Yes	Yes
BCL7A	1.77348157901858	0.00414616087954665	1.23666650681822	0.0301804811147944	-0.0833241022108042	0.852616889827154	-0.629467002090072	0.2802178961425	No	No	No	No	No	No	No	No	NA	Yes
BCL7B	0.3001752	0.08858433	0.244033793128599	0.257428305317727	0.0371443971791856	0.701065592979507	-0.0230315686475238	0.779163111723492	No	No	No	Yes	No	No	No	Yes	Yes	Yes
BCL7C	-0.521148595796114	0.00958461602047613	-0.601721889724977	0.00337452800285891	0.105359410568803	0.429884886652989	0.0210537403267063	0.821863640469065	No	No	No	Yes	No	No	No	Yes	Yes	NA
BCL9	-0.870771904126566	0.0890980085343371	-0.688671217585099	0.171349461661282	-0.0687239862143736	0.88990769276825	0.108117854912209	0.727414738311094	No	No	No	No	No	No	No	No	NA	NA
BCL9L	0.642861933783361	0.00628902780588508	0.614509953067725	0.00304085790410091	-0.0530823093858539	0.58630639662333	-0.0843887335678014	0.3752924303508	No	No	No	No	No	No	No	No	Yes	Yes
BCLAF1	0.4543679	0.01372961	0.515627819344196	0.00562445265111956	-0.118795202138095	0.24286608939668	-0.0625132948146586	0.491825277979368	No	No	No	No	No	No	No	No	Yes	Yes
BCLAF3	-0.04995311	0.9117719	0.230125083970001	0.569536964637636	-0.1700470148814	0.52570863345841	0.0957593402641117	0.659505606250903	No	No	No	No	No	No	No	No	NA	NA
BCO2	0.640247165328101	0.554385553380428	0.212496185043859	0.857278239535736	0.159683034577655	0.843252350606404	-0.28034480818765	0.701984699338329	No	No	No	No	No	No	No	No	Yes	NA
BCOR	-0.5842974	0.04303221	-0.562321849942945	0.0319910706255883	-0.0484701237931721	0.791789644217502	-0.0288495567681335	0.812425870899266	No	Yes	No	No	No	Yes	No	No	Yes	Yes
BCORL1	1.196815	2.613782e-07	1.37073268088511	2.41251545861823e-09	-0.118700403237456	0.458949612711627	0.0510086443274605	0.781978284971343	No	No	No	No	No	No	No	No	Yes	Yes
BCR	0.290043885770478	0.217158910108866	0.391353677170708	0.0881669607195984	-0.129782944482812	0.283794599368352	-0.0311520617191096	0.769728365309646	No	No	Yes	No	No	No	Yes	No	Yes	Yes
BCS1L	-0.825283980093043	7.18681484786074e-05	-0.514863067428008	0.026748240638121	-0.162306400220222	0.345673714523694	0.141901960019355	0.21827041089009	No	No	No	No	No	No	No	No	Yes	NA
BDH1	-0.560778942146557	0.181942468009102	-0.226823393822262	0.52649718943223	-0.215163894548157	0.471876525504996	0.106900885248953	0.572828374636556	No	No	No	No	No	No	No	No	NA	NA
BDH2	0.415170614810267	0.629068357161819	-0.0466046311328274	0.956678291685083	0.292805489160215	0.633999037475514	-0.158385956277984	0.747380495525103	No	No	No	No	No	No	No	No	NA	NA
